case_criminal_id,case_id,criminal_id,role_in_case
7073,3466,4040,Expert Witness
7074,3466,3245,Accused
7075,3466,2352,Complainant
7076,3466,4967,Victim
7077,3467,1361,Suspect
7078,3468,2494,Expert Witness
7079,3469,1599,Complainant
7080,3469,3872,Suspect
7081,3470,2428,Victim
7082,3470,2946,Informant
7083,3470,2076,Accused
7084,3470,4126,Accused
7085,3471,2901,Expert Witness
7086,3471,1839,Co-accused
7087,3472,304,Complainant
7088,3472,2832,Expert Witness
7089,3472,2084,Co-accused
7090,3472,3229,Witness
7091,3472,3571,Complainant
7092,3473,3521,Witness
7093,3473,805,Accused
7094,3473,2690,Accused
7095,3474,1925,Victim
7096,3474,1903,Co-accused
7097,3475,962,Accused
7098,3476,1802,Expert Witness
7099,3477,4628,Expert Witness
7100,3478,1091,Informant
7101,3478,3525,Informant
7102,3479,1426,Suspect
7103,3479,623,Complainant
7104,3480,4965,Co-accused
7105,3480,3982,Victim
7106,3481,3135,Complainant
7107,3481,4934,Co-accused
7108,3482,4658,Accused
7109,3483,1172,Suspect
7110,3484,2272,Witness
7111,3485,3990,Co-accused
7112,3485,1374,Accused
7113,3486,933,Informant
7114,3486,631,Informant
7115,3487,554,Victim
7116,3487,3231,Accused
7117,3487,4811,Victim
7118,3488,3470,Expert Witness
7119,3489,1643,Witness
7120,3490,315,Suspect
7121,3490,4537,Complainant
7122,3491,3533,Witness
7123,3491,1235,Complainant
7124,3491,3600,Informant
7125,3492,878,Accused
7126,3493,4146,Suspect
7127,3493,4971,Co-accused
7128,3494,4428,Victim
7129,3494,2773,Expert Witness
7130,3494,4221,Witness
7131,3495,3782,Suspect
7132,3495,3224,Co-accused
7133,3496,1996,Complainant
7134,3497,3021,Complainant
7135,3498,887,Victim
7136,3498,1523,Co-accused
7137,3498,2552,Suspect
7138,3499,2998,Expert Witness
7139,3499,1458,Accused
7140,3500,461,Accused
7141,3500,4456,Suspect
7142,3501,1327,Witness
7143,3501,70,Complainant
7144,3502,2793,Expert Witness
7145,3502,4515,Co-accused
7146,3503,331,Informant
7147,3503,1290,Expert Witness
7148,3504,4912,Accused
7149,3504,1280,Expert Witness
7150,3504,3389,Witness
7151,3505,2738,Victim
7152,3505,4420,Complainant
7153,3506,3982,Complainant
7154,3506,3117,Victim
7155,3507,4854,Informant
7156,3508,1996,Accused
7157,3509,180,Expert Witness
7158,3509,1687,Complainant
7159,3509,3330,Co-accused
7160,3510,376,Accused
7161,3510,1584,Suspect
7162,3510,1751,Witness
7163,3511,1495,Complainant
7164,3512,2590,Suspect
7165,3512,3131,Witness
7166,3512,169,Victim
7167,3513,3029,Witness
7168,3513,1982,Expert Witness
7169,3513,3063,Co-accused
7170,3514,3885,Co-accused
7171,3515,177,Suspect
7172,3515,4099,Victim
7173,3515,3420,Suspect
7174,3516,3023,Informant
7175,3516,4676,Co-accused
7176,3517,3944,Expert Witness
7177,3518,1743,Suspect
7178,3519,3172,Co-accused
7179,3520,1172,Accused
7180,3520,4253,Witness
7181,3521,2158,Accused
7182,3521,1322,Informant
7183,3522,4504,Witness
7184,3522,4439,Witness
7185,3522,1020,Complainant
7186,3523,2559,Co-accused
7187,3523,3553,Co-accused
7188,3524,3189,Informant
7189,3524,4706,Witness
7190,3525,2849,Victim
7191,3525,1566,Complainant
7192,3525,4842,Victim
7193,3526,3022,Complainant
7194,3527,3519,Complainant
7195,3527,2499,Suspect
7196,3527,4672,Suspect
7197,3528,3740,Complainant
7198,3528,243,Witness
7199,3528,3714,Expert Witness
7200,3529,529,Informant
7201,3530,4392,Complainant
7202,3531,2909,Victim
7203,3532,154,Expert Witness
7204,3533,2195,Victim
7205,3534,921,Accused
7206,3534,4919,Expert Witness
7207,3535,2284,Co-accused
7208,3535,4286,Witness
7209,3535,4588,Co-accused
7210,3536,1777,Accused
7211,3536,3646,Victim
7212,3537,1894,Complainant
7213,3537,964,Witness
7214,3537,303,Expert Witness
7215,3537,4025,Co-accused
7216,3538,4632,Informant
7217,3538,2607,Suspect
7218,3539,616,Accused
7219,3539,1830,Suspect
7220,3539,825,Expert Witness
7221,3540,3058,Complainant
7222,3540,166,Complainant
7223,3540,2738,Victim
7224,3541,2536,Expert Witness
7225,3542,3941,Expert Witness
7226,3543,760,Victim
7227,3544,1272,Expert Witness
7228,3545,294,Expert Witness
7229,3545,1573,Victim
7230,3546,310,Accused
7231,3547,151,Expert Witness
7232,3548,2608,Informant
7233,3549,2203,Co-accused
7234,3549,2731,Informant
7235,3549,4011,Expert Witness
7236,3550,1408,Accused
7237,3551,3133,Victim
7238,3551,4629,Witness
7239,3552,4599,Witness
7240,3553,951,Informant
7241,3553,1686,Co-accused
7242,3553,3800,Co-accused
7243,3554,351,Expert Witness
7244,3554,4877,Victim
7245,3555,647,Co-accused
7246,3555,4232,Victim
7247,3556,4592,Witness
7248,3556,1788,Co-accused
7249,3557,789,Co-accused
7250,3557,586,Victim
7251,3557,3998,Suspect
7252,3558,64,Expert Witness
7253,3558,2141,Witness
7254,3559,1189,Expert Witness
7255,3560,4731,Expert Witness
7256,3561,4645,Victim
7257,3561,3651,Suspect
7258,3562,1372,Accused
7259,3563,1419,Expert Witness
7260,3564,1820,Victim
7261,3564,2050,Accused
7262,3565,4340,Co-accused
7263,3566,2506,Suspect
7264,3567,2585,Complainant
7265,3568,1780,Informant
7266,3569,1193,Expert Witness
7267,3570,2223,Complainant
7268,3570,1384,Witness
7269,3571,3266,Informant
7270,3571,1429,Informant
7271,3572,2565,Accused
7272,3573,635,Witness
7273,3574,558,Suspect
7274,3575,3996,Witness
7275,3575,3746,Suspect
7276,3575,2671,Suspect
7277,3576,524,Complainant
7278,3577,3956,Witness
7279,3577,3688,Victim
7280,3577,264,Expert Witness
7281,3578,2980,Victim
7282,3579,1242,Expert Witness
7283,3579,1653,Complainant
7284,3579,958,Witness
7285,3580,1992,Complainant
7286,3581,1025,Informant
7287,3582,2495,Informant
7288,3583,2243,Co-accused
7289,3583,1549,Suspect
7290,3584,1098,Accused
7291,3584,3508,Witness
7292,3585,4036,Co-accused
7293,3585,3180,Co-accused
7294,3585,1419,Co-accused
7295,3585,231,Informant
7296,3586,2259,Suspect
7297,3587,3305,Complainant
7298,3587,4007,Expert Witness
7299,3587,4562,Expert Witness
7300,3588,3015,Expert Witness
7301,3588,3569,Accused
7302,3588,412,Victim
7303,3588,4786,Complainant
7304,3589,4148,Witness
7305,3589,4792,Co-accused
7306,3589,2724,Expert Witness
7307,3590,498,Victim
7308,3590,546,Witness
7309,3590,605,Complainant
7310,3591,4330,Co-accused
7311,3591,2918,Co-accused
7312,3591,4379,Co-accused
7313,3591,3776,Victim
7314,3591,3795,Expert Witness
7315,3592,3367,Expert Witness
7316,3592,3948,Accused
7317,3592,2851,Expert Witness
7318,3592,362,Victim
7319,3592,4581,Suspect
7320,3593,1400,Victim
7321,3593,1973,Informant
7322,3593,2414,Witness
7323,3593,4997,Suspect
7324,3594,3518,Suspect
7325,3595,712,Accused
7326,3595,2634,Witness
7327,3596,428,Victim
7328,3596,3595,Witness
7329,3597,986,Suspect
7330,3598,3912,Suspect
7331,3598,4974,Co-accused
7332,3598,3872,Expert Witness
7333,3599,429,Accused
7334,3600,2116,Complainant
7335,3601,125,Witness
7336,3601,4907,Witness
7337,3602,57,Suspect
7338,3602,2124,Complainant
7339,3602,2561,Witness
7340,3603,4876,Accused
7341,3603,4591,Accused
7342,3603,3442,Witness
7343,3603,2213,Expert Witness
7344,3604,2813,Witness
7345,3604,3825,Witness
7346,3605,2585,Witness
7347,3606,2574,Victim
7348,3607,4133,Informant
7349,3608,4697,Suspect
7350,3608,1620,Informant
7351,3609,2471,Suspect
7352,3610,4267,Complainant
7353,3611,1434,Victim
7354,3611,4770,Co-accused
7355,3611,1895,Informant
7356,3612,128,Co-accused
7357,3612,2007,Expert Witness
7358,3612,1083,Informant
7359,3613,3594,Complainant
7360,3614,4657,Witness
7361,3614,533,Expert Witness
7362,3615,1546,Co-accused
7363,3615,239,Complainant
7364,3616,3498,Co-accused
7365,3616,3004,Informant
7366,3616,1515,Expert Witness
7367,3617,1392,Co-accused
7368,3618,1030,Witness
7369,3619,2538,Victim
7370,3619,1558,Complainant
7371,3619,2219,Victim
7372,3620,4006,Informant
7373,3620,4074,Witness
7374,3621,1276,Complainant
7375,3621,35,Accused
7376,3622,4501,Expert Witness
7377,3623,1861,Accused
7378,3623,866,Informant
7379,3623,3660,Witness
7380,3623,3695,Expert Witness
7381,3623,2136,Witness
7382,3624,3866,Complainant
7383,3625,2133,Suspect
7384,3625,2723,Suspect
7385,3626,2170,Suspect
7386,3627,2717,Expert Witness
7387,3628,3115,Complainant
7388,3628,4325,Complainant
7389,3629,1196,Suspect
7390,3629,3674,Suspect
7391,3629,2524,Suspect
7392,3630,2405,Witness
7393,3631,1470,Complainant
7394,3631,2543,Informant
7395,3632,3805,Victim
7396,3632,1089,Complainant
7397,3633,964,Informant
7398,3633,2990,Witness
7399,3634,723,Witness
7400,3635,763,Complainant
7401,3635,1335,Complainant
7402,3636,316,Expert Witness
7403,3637,1614,Complainant
7404,3638,838,Complainant
7405,3638,2841,Witness
7406,3639,4893,Accused
7407,3639,1378,Accused
7408,3640,2193,Accused
7409,3640,837,Victim
7410,3641,657,Suspect
7411,3641,3021,Co-accused
7412,3642,1253,Complainant
7413,3643,4386,Co-accused
7414,3644,2410,Accused
7415,3645,3640,Accused
7416,3645,2409,Complainant
7417,3645,328,Witness
7418,3646,1204,Complainant
7419,3647,179,Co-accused
7420,3647,1954,Victim
7421,3647,2491,Suspect
7422,3648,4910,Victim
7423,3649,4822,Co-accused
7424,3650,1939,Accused
7425,3650,119,Witness
7426,3650,4313,Suspect
7427,3651,2215,Expert Witness
7428,3651,1613,Accused
7429,3651,4066,Suspect
7430,3652,2119,Witness
7431,3652,176,Expert Witness
7432,3653,4341,Victim
7433,3654,4232,Suspect
7434,3654,2465,Complainant
7435,3655,1516,Suspect
7436,3656,4327,Complainant
7437,3656,2045,Witness
7438,3656,1701,Witness
7439,3656,858,Complainant
7440,3657,310,Accused
7441,3657,4110,Expert Witness
7442,3658,3160,Informant
7443,3658,2448,Victim
7444,3659,3541,Victim
7445,3660,268,Expert Witness
7446,3660,4041,Co-accused
7447,3660,3511,Complainant
7448,3660,4722,Expert Witness
7449,3661,4109,Informant
7450,3661,53,Witness
7451,3661,1384,Co-accused
7452,3661,2287,Witness
7453,3662,3394,Expert Witness
7454,3662,947,Accused
7455,3663,425,Accused
7456,3664,2669,Victim
7457,3664,1363,Informant
7458,3665,3069,Suspect
7459,3665,2110,Victim
7460,3665,4001,Victim
7461,3665,1136,Suspect
7462,3665,1959,Witness
7463,3666,351,Accused
7464,3667,2660,Expert Witness
7465,3668,560,Accused
7466,3669,2306,Witness
7467,3669,4507,Co-accused
7468,3669,1548,Suspect
7469,3670,3329,Informant
7470,3671,3629,Co-accused
7471,3671,3860,Witness
7472,3671,4010,Expert Witness
7473,3672,1915,Witness
7474,3673,3560,Victim
7475,3674,2327,Expert Witness
7476,3675,1790,Victim
7477,3675,505,Expert Witness
7478,3675,888,Complainant
7479,3675,1788,Suspect
7480,3676,327,Co-accused
7481,3677,2903,Co-accused
7482,3677,3314,Complainant
7483,3678,2416,Accused
7484,3678,4787,Suspect
7485,3678,4359,Informant
7486,3678,4274,Co-accused
7487,3679,2165,Suspect
7488,3679,3892,Expert Witness
7489,3679,4250,Co-accused
7490,3679,4249,Victim
7491,3680,3630,Accused
7492,3681,4638,Co-accused
7493,3682,787,Expert Witness
7494,3682,3069,Suspect
7495,3683,4938,Witness
7496,3683,4517,Co-accused
7497,3684,2995,Victim
7498,3684,2606,Suspect
7499,3685,1018,Suspect
7500,3686,1542,Co-accused
7501,3686,4998,Co-accused
7502,3686,1529,Victim
7503,3687,4902,Informant
7504,3687,1705,Expert Witness
7505,3687,2955,Accused
7506,3688,1195,Co-accused
7507,3688,1833,Victim
7508,3689,4772,Suspect
7509,3690,2374,Witness
7510,3690,757,Accused
7511,3690,1245,Witness
7512,3691,3020,Informant
7513,3691,4063,Victim
7514,3691,1273,Expert Witness
7515,3692,3475,Complainant
7516,3692,921,Co-accused
7517,3692,219,Co-accused
7518,3693,4065,Witness
7519,3693,4226,Expert Witness
7520,3693,2794,Expert Witness
7521,3693,4091,Suspect
7522,3694,1170,Co-accused
7523,3695,509,Informant
7524,3696,4586,Co-accused
7525,3696,2966,Witness
7526,3697,3825,Informant
7527,3697,1543,Suspect
7528,3698,197,Victim
7529,3698,992,Co-accused
7530,3699,4784,Suspect
7531,3699,2818,Victim
7532,3699,2104,Accused
7533,3700,2703,Suspect
7534,3700,2768,Accused
7535,3700,976,Expert Witness
7536,3700,723,Suspect
7537,3700,1272,Witness
7538,3701,1631,Complainant
7539,3702,1120,Complainant
7540,3703,2588,Expert Witness
7541,3704,3266,Victim
7542,3704,2675,Accused
7543,3705,4049,Expert Witness
7544,3705,3551,Co-accused
7545,3706,2795,Informant
7546,3706,1107,Informant
7547,3706,857,Witness
7548,3707,2045,Suspect
7549,3708,363,Accused
7550,3709,3323,Victim
7551,3709,4952,Victim
7552,3709,1566,Suspect
7553,3710,3081,Expert Witness
7554,3710,3322,Witness
7555,3710,1964,Informant
7556,3710,1056,Accused
7557,3711,3198,Complainant
7558,3711,975,Suspect
7559,3712,539,Expert Witness
7560,3713,4459,Witness
7561,3713,1281,Witness
7562,3713,4785,Expert Witness
7563,3714,4331,Informant
7564,3714,548,Expert Witness
7565,3715,946,Expert Witness
7566,3715,2096,Expert Witness
7567,3716,2956,Co-accused
7568,3716,3072,Suspect
7569,3716,198,Witness
7570,3717,2978,Victim
7571,3718,509,Witness
7572,3719,2233,Suspect
7573,3719,3408,Informant
7574,3719,4467,Accused
7575,3719,3758,Accused
7576,3720,3980,Co-accused
7577,3721,521,Accused
7578,3722,1492,Expert Witness
7579,3722,2032,Suspect
7580,3722,2593,Co-accused
7581,3722,1624,Complainant
7582,3723,133,Co-accused
7583,3723,3510,Accused
7584,3724,1831,Complainant
7585,3724,2016,Expert Witness
7586,3725,3055,Accused
7587,3725,2580,Expert Witness
7588,3726,1419,Informant
7589,3726,4150,Co-accused
7590,3727,2010,Complainant
7591,3727,2897,Victim
7592,3727,4423,Expert Witness
7593,3728,4358,Co-accused
7594,3729,685,Victim
7595,3730,3736,Informant
7596,3731,1068,Complainant
7597,3731,971,Suspect
7598,3731,4322,Witness
7599,3732,4118,Accused
7600,3732,4550,Accused
7601,3732,4750,Complainant
7602,3733,2803,Expert Witness
7603,3733,3357,Informant
7604,3734,2187,Accused
7605,3735,426,Expert Witness
7606,3735,28,Victim
7607,3735,2710,Suspect
7608,3736,4016,Victim
7609,3736,3814,Informant
7610,3736,2315,Witness
7611,3737,129,Complainant
7612,3737,495,Co-accused
7613,3737,2565,Witness
7614,3738,2039,Witness
7615,3739,465,Informant
7616,3740,1780,Informant
7617,3740,3581,Victim
7618,3741,717,Expert Witness
7619,3741,4761,Informant
7620,3742,2753,Expert Witness
7621,3742,2422,Expert Witness
7622,3743,1591,Suspect
7623,3743,3374,Suspect
7624,3744,2726,Co-accused
7625,3744,2343,Witness
7626,3744,4687,Victim
7627,3745,3524,Informant
7628,3745,723,Witness
7629,3746,179,Witness
7630,3746,2607,Accused
7631,3746,748,Expert Witness
7632,3747,4376,Complainant
7633,3748,3981,Witness
7634,3749,407,Victim
7635,3749,4613,Informant
7636,3749,2503,Accused
7637,3749,3404,Co-accused
7638,3750,3651,Informant
7639,3750,4894,Co-accused
7640,3751,462,Suspect
7641,3751,4162,Expert Witness
7642,3752,2294,Accused
7643,3752,3460,Witness
7644,3752,4022,Expert Witness
7645,3753,3072,Suspect
7646,3754,930,Accused
7647,3755,2888,Complainant
7648,3756,2448,Expert Witness
7649,3756,3581,Suspect
7650,3756,2297,Suspect
7651,3757,2469,Expert Witness
7652,3758,3581,Complainant
7653,3758,729,Complainant
7654,3759,3075,Complainant
7655,3759,3709,Expert Witness
7656,3759,1121,Informant
7657,3760,158,Victim
7658,3761,2679,Complainant
7659,3761,2288,Suspect
7660,3761,3752,Accused
7661,3762,1476,Victim
7662,3763,2807,Witness
7663,3763,4317,Witness
7664,3763,4730,Witness
7665,3764,4177,Accused
7666,3764,3067,Expert Witness
7667,3765,3153,Accused
7668,3765,1445,Suspect
7669,3766,3354,Victim
7670,3767,1524,Witness
7671,3768,300,Suspect
7672,3768,282,Informant
7673,3768,2641,Victim
7674,3768,3420,Expert Witness
7675,3769,264,Informant
7676,3770,4642,Victim
7677,3770,4260,Accused
7678,3771,1582,Witness
7679,3772,469,Suspect
7680,3773,605,Suspect
7681,3774,4089,Complainant
7682,3775,3182,Victim
7683,3775,294,Complainant
7684,3776,2128,Co-accused
7685,3776,2368,Victim
7686,3777,1830,Co-accused
7687,3778,636,Co-accused
7688,3779,1204,Witness
7689,3779,4347,Witness
7690,3779,4130,Victim
7691,3779,3046,Victim
7692,3780,3831,Informant
7693,3780,4007,Victim
7694,3780,1999,Accused
7695,3780,1825,Expert Witness
7696,3781,2326,Expert Witness
7697,3782,1764,Co-accused
7698,3783,1106,Victim
7699,3783,2064,Expert Witness
7700,3784,270,Complainant
7701,3785,4668,Complainant
7702,3785,1847,Co-accused
7703,3785,4598,Accused
7704,3786,4359,Accused
7705,3786,1184,Expert Witness
7706,3786,2156,Complainant
7707,3787,3625,Victim
7708,3787,1041,Witness
7709,3787,3359,Accused
7710,3788,4735,Complainant
7711,3789,1832,Witness
7712,3789,3775,Complainant
7713,3789,2302,Witness
7714,3790,1029,Co-accused
7715,3791,4833,Victim
7716,3792,1004,Victim
7717,3793,2236,Suspect
7718,3794,2097,Suspect
7719,3794,3369,Co-accused
7720,3795,2696,Witness
7721,3796,1083,Victim
7722,3797,4968,Complainant
7723,3798,4301,Victim
7724,3798,4196,Witness
7725,3798,3758,Victim
7726,3799,1828,Informant
7727,3799,2895,Expert Witness
7728,3799,3391,Expert Witness
7729,3799,771,Co-accused
7730,3800,1368,Witness
7731,3800,1852,Accused
7732,3800,1162,Witness
7733,3800,339,Complainant
7734,3801,3359,Informant
7735,3802,2112,Co-accused
7736,3802,3204,Co-accused
7737,3803,2265,Co-accused
7738,3803,1713,Accused
7739,3804,234,Witness
7740,3804,2488,Accused
7741,3805,1010,Suspect
7742,3805,527,Expert Witness
7743,3806,627,Informant
7744,3806,4317,Complainant
7745,3807,3506,Co-accused
7746,3808,246,Victim
7747,3808,466,Expert Witness
7748,3808,299,Expert Witness
7749,3808,899,Victim
7750,3808,1604,Co-accused
7751,3809,93,Expert Witness
7752,3809,2605,Co-accused
7753,3810,3374,Witness
7754,3810,1078,Victim
7755,3811,183,Accused
7756,3811,3701,Accused
7757,3812,2248,Accused
7758,3812,2316,Accused
7759,3813,4631,Victim
7760,3814,4101,Witness
7761,3815,1008,Witness
7762,3815,1266,Suspect
7763,3816,935,Informant
7764,3816,157,Suspect
7765,3817,562,Co-accused
7766,3818,3525,Suspect
7767,3818,2609,Victim
7768,3818,162,Complainant
7769,3819,3358,Informant
7770,3820,4476,Complainant
7771,3820,3605,Accused
7772,3821,4472,Informant
7773,3821,4927,Accused
7774,3821,3502,Victim
7775,3822,604,Suspect
7776,3823,1852,Informant
7777,3824,567,Expert Witness
7778,3824,616,Victim
7779,3825,2132,Witness
7780,3825,409,Witness
7781,3825,4376,Accused
7782,3826,4215,Victim
7783,3827,2816,Informant
7784,3827,2059,Witness
7785,3828,3285,Witness
7786,3828,3882,Accused
7787,3829,1855,Expert Witness
7788,3829,289,Co-accused
7789,3829,4285,Informant
7790,3830,790,Suspect
7791,3830,1320,Victim
7792,3831,3180,Witness
7793,3832,3491,Victim
7794,3833,2840,Complainant
7795,3833,2223,Complainant
7796,3833,2921,Victim
7797,3834,605,Co-accused
7798,3835,2079,Suspect
7799,3835,2698,Co-accused
7800,3836,1549,Expert Witness
7801,3836,689,Complainant
7802,3837,4878,Co-accused
7803,3838,618,Suspect
7804,3839,959,Witness
7805,3840,4851,Suspect
7806,3841,2687,Complainant
7807,3842,288,Complainant
7808,3843,3883,Victim
7809,3843,3664,Complainant
7810,3844,2926,Co-accused
7811,3844,2797,Witness
7812,3844,950,Victim
7813,3845,4116,Witness
7814,3845,943,Expert Witness
7815,3846,845,Informant
7816,3847,3826,Victim
7817,3847,3128,Expert Witness
7818,3847,1843,Expert Witness
7819,3848,676,Co-accused
7820,3848,124,Complainant
7821,3849,3964,Victim
7822,3849,2789,Accused
7823,3850,529,Accused
7824,3850,4846,Expert Witness
7825,3851,1390,Suspect
7826,3851,23,Witness
7827,3851,4168,Informant
7828,3852,1871,Accused
7829,3853,3063,Co-accused
7830,3854,423,Victim
7831,3855,568,Informant
7832,3855,1332,Complainant
7833,3856,4680,Informant
7834,3856,2766,Witness
7835,3856,737,Suspect
7836,3856,75,Co-accused
7837,3857,1512,Witness
7838,3858,4433,Accused
7839,3858,476,Accused
7840,3858,4309,Victim
7841,3858,1763,Co-accused
7842,3859,41,Co-accused
7843,3860,4446,Co-accused
7844,3860,880,Co-accused
7845,3861,3544,Accused
7846,3862,2674,Witness
7847,3862,381,Co-accused
7848,3863,35,Witness
7849,3863,4969,Co-accused
7850,3863,36,Informant
7851,3864,4222,Witness
7852,3865,2964,Accused
7853,3866,3837,Complainant
7854,3866,2637,Accused
7855,3867,1803,Informant
7856,3868,3016,Victim
7857,3869,2466,Victim
7858,3869,2696,Suspect
7859,3870,1534,Expert Witness
7860,3870,2908,Victim
7861,3871,3598,Witness
7862,3871,120,Informant
7863,3871,1113,Expert Witness
7864,3872,3997,Suspect
7865,3872,2628,Accused
7866,3873,723,Expert Witness
7867,3873,2783,Suspect
7868,3874,3510,Accused
7869,3875,2542,Expert Witness
7870,3876,3031,Accused
7871,3877,2518,Suspect
7872,3878,379,Co-accused
7873,3879,2371,Informant
7874,3880,2852,Informant
7875,3881,2138,Accused
7876,3882,1770,Complainant
