fir_id,station_id,date_registered,crime_type,incident_location,status,details
783,98,2025-02-04 08:28:48,Criminal Breach of Trust,"939, Esplanade, Chennai - 300115",Pending Investigation,"Assault case filed with medical evidence submitted, victim hospitalized for 3 days."
784,106,2023-11-15 02:23:19,Rape,"19, Laxmi Nagar, Bhubaneswar - 130780",Pending Investigation,Drug trafficking case with 91 kg of contraband substances recovered.
785,23,2024-06-24 13:56:58,Online Harassment,"201, Bandra, Kolkata - 883170",Under Investigation,"Money laundering investigation with suspicious transactions totaling Rs. 1,425,698."
786,83,2025-04-09 19:36:13,Online Harassment,"262, Sector 18, Ghaziabad - 472545",Charge Sheet Filed,Environmental crime case involving illegal dumping of 78 tons of waste.
787,100,2025-03-12 09:05:09,Chain Snatching,"952, Anna Nagar, Ajmer - 771782",Registered,"Money laundering investigation with suspicious transactions totaling Rs. 2,366,274."
788,28,2023-07-24 15:40:01,Chain Snatching,"667, Brigade Road, Jammu - 220615",Under Investigation,"Fraud case involving fake documents and financial transactions worth Rs. 148,545."
789,40,2023-10-25 12:16:43,Money Laundering,"964, Church Street, Indore - 506344",Charge Sheet Filed,Cyberstalking case with digital evidence including 35 pieces of documentation.
790,48,2025-08-24 13:45:12,Robbery,"914, OMR, Kolkata - 824482",Pending Investigation,"Cyber crime involving online fraud and identity theft, 1,860,513 transferred illegally."
791,107,2025-06-24 03:38:36,Corruption,"73, Church Street, Ranchi - 396869",Closed - Untraced,"Fraud case involving fake documents and financial transactions worth Rs. 4,540,421."
792,73,2024-08-05 22:09:25,Assault,"839, Dadar, Guwahati - 292859",Pending Investigation,"Insurance fraud case with fraudulent claims worth Rs. 3,855,501."
793,18,2024-10-30 19:10:39,Chain Snatching,"162, Adyar, Meerut - 573743",Closed - Untraced,"Counterfeiting case with fake currency notes worth Rs. 395,649 seized."
794,124,2023-03-01 02:11:03,Drug Trafficking,"481, JP Nagar, Delhi - 971806",Closed - Final Report,"Domestic violence incident reported by victim's family, ongoing harassment documented."
795,40,2020-11-12 14:09:09,Chain Snatching,"47, OMR, Bhopal - 354304",Under Investigation,Land grabbing case involving 81 acres of disputed property.
796,150,2025-05-25 07:34:52,Child Abuse,"469, Sector 18, Kanpur - 560330",Closed - Untraced,Environmental crime case involving illegal dumping of 71 tons of waste.
797,99,2021-11-28 10:06:19,Criminal Breach of Trust,"703, MG Road, Guwahati - 495107",Under Investigation,Environmental crime case involving illegal dumping of 9 tons of waste.
798,143,2023-06-16 18:32:44,Bank Fraud,"145, Jayanagar, Nagpur - 983912",Closed - Untraced,"Insurance fraud case with fraudulent claims worth Rs. 673,834."
799,75,2022-05-23 22:35:07,Phishing,"78, Anna Nagar, Raipur - 559291",Closed - Untraced,Cyberstalking case with digital evidence including 23 pieces of documentation.
800,62,2021-03-30 14:06:52,Piracy,"171, Nehru Place, Shimla - 781670",Registered,"Domestic violence incident reported by victim's family, ongoing harassment documented."
801,105,2021-07-13 01:33:47,Environmental Crime,"786, Bandra, Ahmedabad - 786590",Closed - Final Report,Cyberstalking case with digital evidence including 35 pieces of documentation.
802,76,2024-02-16 15:26:59,Extortion,"180, Dadar, Kota - 450857",Closed - Untraced,"Burglary at commercial establishment during night hours, property worth Rs. 1,034,872 stolen."
803,127,2023-06-06 13:18:50,Ransomware Attack,"285, T Nagar, Noida - 530485",Closed - Untraced,"Burglary at commercial establishment during night hours, property worth Rs. 4,026,989 stolen."
804,26,2022-03-24 21:55:21,Elder Abuse,"124, New Town, Pune - 677675",Under Investigation,"Insurance fraud case with fraudulent claims worth Rs. 691,294."
805,87,2024-12-28 16:10:32,Piracy,"16, Malleswaram, Ludhiana - 150435",Closed - Untraced,"Fraud case involving fake documents and financial transactions worth Rs. 1,189,283."
806,37,2024-12-28 17:37:11,Insurance Fraud,"542, Esplanade, Raipur - 681699",Closed - Untraced,"Burglary at commercial establishment during night hours, property worth Rs. 3,940,347 stolen."
807,114,2024-09-18 02:00:41,Phishing,"760, T Nagar, Vadodara - 597362",Pending Investigation,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 4,663,590."
808,131,2023-04-14 23:19:47,Dowry Death,"22, Brigade Road, Agra - 424151",Charge Sheet Filed,"Tax evasion case with undisclosed income of Rs. 3,906,025 detected."
809,5,2023-04-12 18:28:26,Environmental Crime,"738, Adyar, Ranchi - 337061",Pending Investigation,"Burglary at commercial establishment during night hours, property worth Rs. 3,027,397 stolen."
810,55,2024-12-11 12:04:30,Robbery,"397, Anna Nagar, Pune - 506585",Closed - Final Report,"Corruption case against public official, bribe amount Rs. 4,677,074 involved."
811,136,2025-09-12 02:32:06,Wildlife Crime,"399, Nehru Place, Thane - 733726",Pending Investigation,"Chain snatching incident in busy market area during peak hours, 8 witnesses present."
812,119,2024-01-05 18:26:54,Chain Snatching,"666, Borivali, Lucknow - 126846",Closed - Final Report,"Tax evasion case with undisclosed income of Rs. 633,950 detected."
813,8,2023-01-29 22:51:24,Credit Card Fraud,"844, Pitampura, Surat - 354578",Charge Sheet Filed,"Domestic violence incident reported by victim's family, ongoing harassment documented."
814,11,2024-10-25 22:29:05,Extortion,"852, Dadar, Faridabad - 507136",Under Investigation,"Corruption case against public official, bribe amount Rs. 2,344,231 involved."
815,29,2021-02-05 04:02:59,Land Grabbing,"19, Malleswaram, Chandigarh - 822223",Closed - Final Report,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 2,841,971."
816,47,2024-08-31 04:22:29,Identity Theft,"81, Juhu, Delhi - 845979",Closed - Final Report,"Chain snatching incident in busy market area during peak hours, 1 witnesses present."
817,111,2025-08-29 23:12:48,Robbery,"839, MG Road, Bhopal - 393874",Pending Investigation,"Vehicle theft case with registration number TN-79-AC-4553, CCTV footage available."
818,62,2023-12-25 00:36:00,Forgery,"8, Jayanagar, Patna - 613790",Charge Sheet Filed,Human trafficking case involving 2 victims rescued from illegal operations.
819,86,2023-08-06 11:28:35,Land Grabbing,"39, Sohna Road, Ajmer - 956544",Closed - Untraced,Robbery incident reported with 6 suspects involved using weapons.
820,18,2023-05-23 16:48:12,Ransomware Attack,"535, Dadar, Ludhiana - 656407",Closed - Untraced,"Cyber crime involving online fraud and identity theft, 3,200,964 transferred illegally."
821,122,2022-01-16 22:29:20,Vehicle Theft,"613, Dadar, Udaipur - 814171",Closed - Untraced,Drug trafficking case with 70 kg of contraband substances recovered.
822,140,2024-04-01 03:44:08,Criminal Breach of Trust,"336, New Town, Kanpur - 933539",Charge Sheet Filed,Arms trafficking case with recovery of 42 illegal firearms and ammunition.
823,76,2022-04-07 02:34:47,Hacking,"896, Adyar, Dehradun - 658745",Closed - Final Report,"Corruption case against public official, bribe amount Rs. 3,716,958 involved."
824,135,2025-03-22 08:53:45,Kidnapping,"306, Sealdah, Kanpur - 123018",Registered,"Chain snatching incident in busy market area during peak hours, 9 witnesses present."
825,75,2024-07-06 15:34:27,Elder Abuse,"746, HSR Layout, Rajkot - 981523",Charge Sheet Filed,"Vehicle theft case with registration number DL-71-AB-4810, CCTV footage available."
826,79,2024-06-05 09:25:41,Illegal Construction,"291, ECR, Patna - 898231",Pending Investigation,"Assault case filed with medical evidence submitted, victim hospitalized for 30 days."
827,49,2025-05-31 18:59:00,Counterfeiting,"636, BTM Layout, Jodhpur - 856174",Closed - Untraced,"Counterfeiting case with fake currency notes worth Rs. 4,212,352 seized."
828,96,2022-12-27 06:45:53,Arms Trafficking,"414, Adyar, Kanpur - 433986",Charge Sheet Filed,"Corruption case against public official, bribe amount Rs. 1,125,640 involved."
829,88,2022-11-25 01:48:16,Rioting,"281, BTM Layout, Rajkot - 547152",Charge Sheet Filed,"Chain snatching incident in busy market area during peak hours, 7 witnesses present."
830,30,2023-10-08 17:13:36,Cyberstalking,"23, Andheri, Indore - 581804",Registered,"Fraud case involving fake documents and financial transactions worth Rs. 1,912,769."
831,72,2023-11-06 04:14:41,Insurance Fraud,"913, Ballygunge, Kochi - 483424",Charge Sheet Filed,Arms trafficking case with recovery of 27 illegal firearms and ammunition.
832,76,2023-08-22 13:41:35,Terrorism,"521, Saket, Kota - 136976",Charge Sheet Filed,Environmental crime case involving illegal dumping of 87 tons of waste.
833,101,2021-10-17 02:49:44,Piracy,"184, Brigade Road, Jaipur - 570226",Closed - Untraced,"Chain snatching incident in busy market area during peak hours, 7 witnesses present."
834,134,2023-12-06 10:06:05,Smuggling,"479, Janakpuri, Chandigarh - 512412",Pending Investigation,"Burglary at commercial establishment during night hours, property worth Rs. 580,086 stolen."
835,115,2023-03-14 00:12:04,Environmental Crime,"550, Karol Bagh, Nagpur - 621463",Charge Sheet Filed,"Tax evasion case with undisclosed income of Rs. 3,517,919 detected."
836,85,2022-12-08 21:52:53,Money Laundering,"482, Vasant Kunj, Agra - 523038",Pending Investigation,"Domestic violence incident reported by victim's family, ongoing harassment documented."
837,30,2023-03-31 04:04:18,Murder,"693, Rajarhat, Visakhapatnam - 846894",Closed - Untraced,"Domestic violence incident reported by victim's family, ongoing harassment documented."
838,110,2023-05-16 20:16:27,Identity Theft,"828, Jayanagar, Pune - 618149",Registered,Human trafficking case involving 11 victims rescued from illegal operations.
839,43,2024-06-29 02:47:08,Criminal Breach of Trust,"396, Esplanade, Kalyan-Dombivali - 451114",Pending Investigation,"Counterfeiting case with fake currency notes worth Rs. 3,040,759 seized."
840,2,2021-04-09 05:51:56,Insurance Fraud,"734, Rajajinagar, Kolkata - 324724",Closed - Final Report,"Assault case filed with medical evidence submitted, victim hospitalized for 2 days."
841,81,2021-09-12 11:28:43,Land Grabbing,"253, Church Street, Ujjain - 776535",Pending Investigation,"Domestic violence incident reported by victim's family, ongoing harassment documented."
842,62,2024-03-27 19:33:15,Arms Trafficking,"602, Rohini, Jabalpur - 110415",Closed - Untraced,"Burglary at commercial establishment during night hours, property worth Rs. 3,281,913 stolen."
843,86,2025-06-04 03:57:41,Chain Snatching,"478, Jayanagar, Raipur - 250613",Under Investigation,Drug trafficking case with 93 kg of contraband substances recovered.
844,98,2022-12-03 18:19:29,Environmental Crime,"204, Jayanagar, Ghaziabad - 254188",Charge Sheet Filed,Drug trafficking case with 35 kg of contraband substances recovered.
845,22,2025-09-26 21:17:50,Drug Trafficking,"704, Ballygunge, Bangalore - 707356",Pending Investigation,Environmental crime case involving illegal dumping of 18 tons of waste.
846,19,2023-04-22 04:41:43,Illegal Construction,"363, Indiranagar, Bhopal - 501901",Closed - Untraced,"Burglary at commercial establishment during night hours, property worth Rs. 278,843 stolen."
847,138,2022-01-12 15:30:23,Murder,"630, Jayanagar, Bangalore - 315632",Pending Investigation,"Vehicle theft case with registration number DL-46-AD-9347, CCTV footage available."
848,120,2022-04-04 09:27:17,Acid Attack,"225, BTM Layout, Hyderabad - 956729",Pending Investigation,"Domestic violence incident reported by victim's family, ongoing harassment documented."
849,92,2023-09-28 02:39:27,Hacking,"285, Tambaram, Meerut - 731783",Closed - Untraced,Cyberstalking case with digital evidence including 14 pieces of documentation.
850,94,2022-03-04 19:33:12,Hacking,"632, Hennur, Jodhpur - 316010",Registered,Arms trafficking case with recovery of 85 illegal firearms and ammunition.
851,118,2023-10-23 09:16:57,Online Harassment,"838, Bandra, Nashik - 871887",Charge Sheet Filed,"Money laundering investigation with suspicious transactions totaling Rs. 3,685,132."
852,11,2023-08-25 12:51:18,Money Laundering,"616, Adyar, Noida - 342046",Closed - Untraced,"Burglary at commercial establishment during night hours, property worth Rs. 3,595,495 stolen."
853,89,2024-09-12 16:45:30,Drug Trafficking,"388, HSR Layout, Ujjain - 296551",Closed - Final Report,Arms trafficking case with recovery of 40 illegal firearms and ammunition.
854,2,2025-03-23 05:59:54,Environmental Crime,"978, New Town, Shimla - 132518",Charge Sheet Filed,"Chain snatching incident in busy market area during peak hours, 7 witnesses present."
855,1,2023-06-03 18:52:25,Child Abuse,"646, Salt Lake, Ludhiana - 331347",Closed - Final Report,"Chain snatching incident in busy market area during peak hours, 3 witnesses present."
856,121,2023-01-05 00:02:34,Drug Trafficking,"184, Yelahanka, Hyderabad - 476381",Pending Investigation,"Domestic violence incident reported by victim's family, ongoing harassment documented."
857,8,2024-11-29 02:54:28,Cyber Crime,"856, Rajarhat, Mumbai - 196637",Under Investigation,Arms trafficking case with recovery of 63 illegal firearms and ammunition.
858,101,2023-02-03 23:25:32,Environmental Crime,"645, Adyar, Guwahati - 482800",Charge Sheet Filed,Cyberstalking case with digital evidence including 14 pieces of documentation.
859,79,2021-09-20 00:25:52,Chain Snatching,"130, Velachery, Madurai - 922708",Registered,Human trafficking case involving 11 victims rescued from illegal operations.
860,98,2024-11-20 14:25:49,Acid Attack,"955, DLF Phase, Kota - 846223",Under Investigation,Cyberstalking case with digital evidence including 18 pieces of documentation.
861,114,2025-04-10 16:17:31,Data Breach,"100, Whitefield, Kochi - 351922",Closed - Untraced,"Vehicle theft case with registration number KA-94-AB-4656, CCTV footage available."
862,37,2021-05-09 23:15:17,Human Trafficking,"46, Rajajinagar, Meerut - 389348",Registered,Arms trafficking case with recovery of 6 illegal firearms and ammunition.
863,90,2023-06-15 16:57:24,Extortion,"660, Adyar, Ludhiana - 623846",Closed - Untraced,"Chain snatching incident in busy market area during peak hours, 1 witnesses present."
864,100,2021-05-25 02:20:44,Arms Trafficking,"649, Juhu, Ujjain - 651235",Registered,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 4,232,617."
865,58,2023-07-12 06:31:03,Child Abuse,"760, Vasant Kunj, Ludhiana - 387956",Under Investigation,"Corruption case against public official, bribe amount Rs. 4,506,240 involved."
866,77,2022-04-22 09:11:39,Dowry Death,"165, Borivali, Ajmer - 393417",Under Investigation,Environmental crime case involving illegal dumping of 5 tons of waste.
867,93,2023-01-05 11:18:50,Data Breach,"847, Nehru Place, Trivandrum - 186948",Pending Investigation,Arms trafficking case with recovery of 83 illegal firearms and ammunition.
868,108,2022-06-11 19:45:39,Hacking,"1, Connaught Place, Jodhpur - 123106",Under Investigation,"Fraud case involving fake documents and financial transactions worth Rs. 4,249,894."
